transaction_id,revenue_at_risk,risk_score,risk_level,root_cause,action,reason,expected_recovery,recovery_probability,intervention_cost,requires_human_approval,policy_checks,stopping_reason,confidence
txn_e9e64d85,21770.0,30,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,MANDATE_RETRY,Base action selected for SUBSCRIPTION_PAYMENT_FAILURE,11973.5,0.55,5,False,[],,65.0
txn_e1312a3e,37032.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (47 days). Requires human approval.,18516.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,50.0
txn_f4101b72,1032.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (86 days). Requires human approval.,516.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_2881b6f1,47860.0,40,MEDIUM,OTHER_REVENUE_RISK,PAYMENT_REMINDER,Base action selected for OTHER_REVENUE_RISK,9572.0,0.2,2,False,[],,10
txn_95e50d2f,5306.0,40,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,2387.7,0.45,2,False,[],,45.0
txn_564bc8a1,16162.0,30,MEDIUM,OTHER_REVENUE_RISK,PAYMENT_REMINDER,Base action selected for OTHER_REVENUE_RISK,3232.4,0.2,2,False,[],,30.0
txn_3db961a2,4272.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,2990.4,0.7,5,False,[],,80.0
txn_8663beb2,15291.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,5351.85,0.35,2,False,[],,35.0
txn_8f5e0064,40045.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,28031.5,0.7,5,False,[],,80.0
txn_d206cd08,471.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,164.85,0.35,2,False,[],,25.0
txn_d34fbd76,1376.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,481.6,0.35,2,False,[],,35.0
txn_8e7d7f5d,16473.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,11531.1,0.7,5,False,[],,80.0
txn_23f52abc,45291.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,15851.85,0.35,2,False,[],,45.0
txn_ed61a267,12167.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (42 days). Requires human approval.,6083.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_aad6aae9,40079.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (84 days). Requires human approval.,20039.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_21b88412,13228.0,30,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,MANDATE_RETRY,Base action selected for SUBSCRIPTION_PAYMENT_FAILURE,7275.4,0.55,5,False,[],,65.0
txn_083c1f7b,2685.0,45,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,Invoice is 17 days overdue (escalation stage),1342.5,0.5,50,False,"[""OVERDUE_ESCALATION""]",,50.0
txn_5f7ccf4c,1766.0,55,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (57 days). Requires human approval.,883.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,40.0
txn_00588753,38780.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,13573.0,0.35,2,False,[],,45.0
txn_22fb56cb,25638.0,40,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,Base action selected for TEMPORARY_PAYMENT_FAILURE,19228.5,0.75,5,False,[],,85.0
txn_44b6d329,10420.0,40,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,Base action selected for PAYMENT_METHOD_FAILURE,4168.0,0.4,2,False,[],,30.0
txn_a2687ce8,6137.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (54 days). Requires human approval.,3068.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_d36a63e0,41836.0,35,MEDIUM,OVERDUE_RECEIVABLE,PAYMENT_REMINDER,Invoice is 1 days overdue (early stage),20918.0,0.5,2,False,"[""OVERDUE_EARLY""]",,50.0
txn_7e0245c4,6417.0,30,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,2887.65,0.45,2,False,[],,55.0
txn_7d45f554,18600.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,Base action selected for PAYMENT_METHOD_FAILURE,7440.0,0.4,2,False,[],,40.0
txn_bdfe2ca9,2342.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (50 days). Requires human approval.,1171.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_3ffe75f1,10709.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,3748.15,0.35,2,False,[],,25.0
txn_c99055ee,37927.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (52 days). Requires human approval.,18963.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_81b30c14,33817.0,40,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,10145.1,0.3,2,False,[],,20.0
txn_3e264209,36989.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,12946.15,0.35,2,False,[],,45.0
txn_a0067ca0,34891.0,30,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,10467.3,0.3,2,False,[],,40.0
txn_fc50a50c,38788.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,27151.6,0.7,5,False,[],,80.0
txn_a433b20e,43948.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,15381.8,0.35,2,False,[],,45.0
txn_1960d755,21367.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,7478.45,0.35,2,False,[],,35.0
txn_9c0ecb1a,15014.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,5254.9,0.35,2,False,[],,45.0
txn_f1d68a25,49682.0,40,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,Base action selected for PAYMENT_METHOD_FAILURE,19872.8,0.4,2,False,[],,40.0
txn_7a5fbc33,48353.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,16923.55,0.35,2,False,[],,45.0
txn_842f04d0,28366.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,9928.1,0.35,2,False,[],,35.0
txn_3346556c,9791.0,35,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,Invoice is 9 days overdue (escalation stage),4895.5,0.5,50,False,"[""OVERDUE_ESCALATION""]",,50.0
txn_5f4af77d,11853.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,4148.55,0.35,2,False,[],,45.0
txn_66c6b571,41584.0,35,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,Invoice is 11 days overdue (escalation stage),20792.0,0.5,50,False,"[""OVERDUE_ESCALATION""]",,50.0
txn_6cb05172,6358.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,Base action selected for TEMPORARY_PAYMENT_FAILURE,4768.5,0.75,5,False,[],,85.0
txn_22834f80,10236.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,7165.2,0.7,5,False,[],,70.0
txn_cd20c4a9,7982.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (40 days). Requires human approval.,3991.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,50.0
txn_d8e5ed51,38840.0,45,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,13594.0,0.35,2,False,[],,25.0
txn_0aa7125f,34288.0,40,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,24001.6,0.7,5,False,[],,60.0
txn_47aab6a0,44930.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,15725.5,0.35,2,False,[],,45.0
txn_6482344f,3536.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (88 days). Requires human approval.,1768.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,50.0
txn_8c92b42f,1121.0,30,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,504.45,0.45,2,False,[],,45.0
txn_80b8e5fd,15066.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (48 days). Requires human approval.,7533.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,50.0
txn_4745a2d1,27811.0,55,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (88 days). Requires human approval.,13905.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,50.0
txn_04dd8c69,32116.0,45,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,Invoice is 9 days overdue (escalation stage),16058.0,0.5,50,False,"[""OVERDUE_ESCALATION""]",,50.0
txn_de67fd36,4517.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,1580.95,0.35,2,False,[],,35.0
txn_f2380f2c,43542.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,15239.7,0.35,2,False,[],,35.0
txn_cb4fdd3c,22470.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (33 days). Requires human approval.,11235.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_4ea805ee,22719.0,40,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,10223.55,0.45,2,False,[],,45.0
txn_fa10e850,24222.0,35,MEDIUM,OVERDUE_RECEIVABLE,PAYMENT_REMINDER,Invoice is 3 days overdue (early stage),12111.0,0.5,2,False,"[""OVERDUE_EARLY""]",,60.0
txn_f9ead263,47895.0,65,HIGH,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (85 days). Requires human approval.,23947.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,40.0
txn_d3b7568d,3557.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (43 days). Requires human approval.,1778.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_e5b6384c,23885.0,45,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,8359.75,0.35,2,False,[],,25.0
txn_2b5a8816,31086.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (49 days). Requires human approval.,15543.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_587d057b,5544.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,1940.4,0.35,2,False,[],,45.0
txn_f59e5fbf,17343.0,30,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,7804.35,0.45,2,False,[],,55.0
txn_79ec09b8,1359.0,40,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,611.55,0.45,2,False,[],,35.0
txn_1ecd1a16,6102.0,30,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,2745.9,0.45,2,False,[],,45.0
txn_eb88bf7f,29100.0,45,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,Invoice is 24 days overdue (escalation stage),14550.0,0.5,50,False,"[""OVERDUE_ESCALATION""]",,60.0
txn_843d4e5c,38917.0,40,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,27241.9,0.7,5,False,[],,70.0
txn_d6067e88,28286.0,40,MEDIUM,OTHER_REVENUE_RISK,PAYMENT_REMINDER,Base action selected for OTHER_REVENUE_RISK,5657.2,0.2,2,False,[],,30.0
txn_018a38fe,4417.0,30,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,MANDATE_RETRY,Base action selected for SUBSCRIPTION_PAYMENT_FAILURE,2429.35,0.55,5,False,[],,55.00000000000001
txn_7a535cbd,12570.0,45,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,Invoice is 30 days overdue (escalation stage),6285.0,0.5,50,False,"[""OVERDUE_ESCALATION""]",,60.0
txn_22b44395,26526.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,9284.1,0.35,2,False,[],,35.0
txn_c82eb569,20856.0,65,HIGH,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (49 days). Requires human approval.,10428.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,40.0
txn_abbc6fac,10574.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (63 days). Requires human approval.,5287.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,50.0
txn_4ef5b05d,9371.0,40,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,6559.7,0.7,5,False,[],,60.0
txn_d8a82e29,15102.0,40,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,Base action selected for PAYMENT_METHOD_FAILURE,6040.8,0.4,2,False,[],,50.0
txn_eff14c3d,42280.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,14798.0,0.35,2,False,[],,45.0
txn_a11cc6c9,32650.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,Base action selected for TEMPORARY_PAYMENT_FAILURE,24487.5,0.75,5,False,[],,85.0
txn_00b29cc0,26051.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,18235.7,0.7,5,False,[],,80.0
txn_9c4f3d1d,27293.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,Base action selected for TEMPORARY_PAYMENT_FAILURE,20469.75,0.75,5,False,[],,75.0
txn_b16c0892,24533.0,30,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,7359.9,0.3,2,False,[],,30.0
txn_6bda6cb3,227.0,40,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,158.9,0.7,5,False,[],,60.0
txn_20fbf5a8,49360.0,45,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,17276.0,0.35,2,False,[],,25.0
txn_59c5ae0b,48577.0,65,HIGH,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,Invoice is 30 days overdue (escalation stage),24288.5,0.5,50,False,"[""OVERDUE_ESCALATION""]",,40.0
txn_f8eedf5c,10304.0,40,MEDIUM,OTHER_REVENUE_RISK,PAYMENT_REMINDER,Base action selected for OTHER_REVENUE_RISK,2060.8,0.2,2,False,[],,10
txn_2f88be81,19948.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,6981.8,0.35,2,False,[],,45.0
txn_220a0531,792.0,30,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,237.6,0.3,2,False,[],,40.0
txn_a5b696f3,5790.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,2026.5,0.35,2,False,[],,45.0
txn_71f3c6cb,6260.0,40,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,2817.0,0.45,2,False,[],,55.0
txn_cb59fbc8,6322.0,50,MEDIUM,OTHER_REVENUE_RISK,PAYMENT_REMINDER,Base action selected for OTHER_REVENUE_RISK,1264.4,0.2,2,False,[],,10
txn_c68989ec,25539.0,30,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,7661.7,0.3,2,False,[],,40.0
txn_b97121fa,42952.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,15033.2,0.35,2,False,[],,45.0
txn_d2ba2dd1,39762.0,55,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (73 days). Requires human approval.,19881.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,50.0
txn_98756880,7068.0,40,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,3180.6,0.45,2,False,[],,35.0
txn_89d162cb,38476.0,30,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,11542.8,0.3,2,False,[],,40.0
txn_fdcb19ea,22479.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,7867.65,0.35,2,False,[],,35.0
txn_0f04cd54,38225.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,13378.75,0.35,2,False,[],,45.0
txn_63613415,41263.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (63 days). Requires human approval.,20631.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_a62c54e0,11473.0,30,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,3441.9,0.3,2,False,[],,40.0
txn_d045ffeb,29079.0,50,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,8723.7,0.3,2,False,[],,20.0
txn_48b5a194,16095.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (83 days). Requires human approval.,8047.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_363119ef,31460.0,45,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,Invoice is 21 days overdue (escalation stage),15730.0,0.5,50,False,"[""OVERDUE_ESCALATION""]",,60.0
txn_3255d8a9,40794.0,45,MEDIUM,OVERDUE_RECEIVABLE,PAYMENT_REMINDER,Invoice is 7 days overdue (early stage),20397.0,0.5,2,False,"[""OVERDUE_EARLY""]",,50.0
txn_75fa6891,32927.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,11524.45,0.35,2,False,[],,45.0
txn_4f674f80,44502.0,45,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,15575.7,0.35,2,False,[],,25.0
txn_d953967c,4431.0,30,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,1993.95,0.45,2,False,[],,55.0
txn_4e198219,24487.0,50,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,7346.1,0.3,2,False,[],,20.0
txn_cdc698d5,26623.0,45,MEDIUM,OVERDUE_RECEIVABLE,PAYMENT_REMINDER,Invoice is 7 days overdue (early stage),13311.5,0.5,2,False,"[""OVERDUE_EARLY""]",,50.0
txn_3d09c6ba,16401.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,5740.35,0.35,2,False,[],,45.0
txn_8fdb6a03,27578.0,30,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,8273.4,0.3,2,False,[],,40.0
txn_c5ba4114,10195.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,3568.25,0.35,2,False,[],,35.0
txn_2acaf4f2,22127.0,45,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,7744.45,0.35,2,False,[],,25.0
txn_060cd21e,236.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (61 days). Requires human approval.,118.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_2934e05f,45974.0,55,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (46 days). Requires human approval.,22987.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_58002ea3,5496.0,35,MEDIUM,OVERDUE_RECEIVABLE,PAYMENT_REMINDER,Invoice is 6 days overdue (early stage),2748.0,0.5,2,False,"[""OVERDUE_EARLY""]",,60.0
txn_b395e149,33843.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,11845.05,0.35,2,False,[],,35.0
txn_a646e413,20371.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (86 days). Requires human approval.,10185.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_566bb98c,46574.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (42 days). Requires human approval.,23287.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_47c1fd96,18309.0,30,MEDIUM,OTHER_REVENUE_RISK,PAYMENT_REMINDER,Base action selected for OTHER_REVENUE_RISK,3661.8,0.2,2,False,[],,30.0
txn_b71a1e0f,40222.0,50,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,18099.9,0.45,2,False,[],,35.0
txn_76c01dac,27412.0,45,MEDIUM,OVERDUE_RECEIVABLE,PAYMENT_REMINDER,Invoice is 3 days overdue (early stage),13706.0,0.5,2,False,"[""OVERDUE_EARLY""]",,40.0
txn_fd15f22e,18945.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,Base action selected for PAYMENT_METHOD_FAILURE,7578.0,0.4,2,False,[],,40.0
txn_9173671b,41978.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,Base action selected for TEMPORARY_PAYMENT_FAILURE,31483.5,0.75,5,False,[],,85.0
txn_3c85226f,22220.0,45,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,7777.0,0.35,2,False,[],,25.0
txn_feeb8085,5557.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,Base action selected for TEMPORARY_PAYMENT_FAILURE,4167.75,0.75,5,False,[],,75.0
txn_db28eb9f,13149.0,30,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,Base action selected for TEMPORARY_PAYMENT_FAILURE,9861.75,0.75,5,False,[],,85.0
txn_cc78ceab,38955.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,13634.25,0.35,2,False,[],,35.0
txn_47451a4b,20879.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,7307.65,0.35,2,False,[],,25.0
txn_fc1cf5d1,43669.0,45,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,Invoice is 18 days overdue (escalation stage),21834.5,0.5,50,False,"[""OVERDUE_ESCALATION""]",,50.0
txn_310c3e02,46814.0,55,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (71 days). Requires human approval.,23407.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,50.0
txn_090afa43,27636.0,35,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,Invoice is 12 days overdue (escalation stage),13818.0,0.5,50,False,"[""OVERDUE_ESCALATION""]",,60.0
txn_0750c48b,2886.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (61 days). Requires human approval.,1443.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_5a29185d,44824.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (66 days). Requires human approval.,22412.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,50.0
txn_3949edfd,8176.0,50,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,2452.8,0.3,2,False,[],,20.0
txn_56fb6f8b,29548.0,40,MEDIUM,OTHER_REVENUE_RISK,PAYMENT_REMINDER,Base action selected for OTHER_REVENUE_RISK,5909.6,0.2,2,False,[],,10
txn_ec06bcad,17913.0,30,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,MANDATE_RETRY,Base action selected for SUBSCRIPTION_PAYMENT_FAILURE,9852.15,0.55,5,False,[],,65.0
txn_2664ccbd,36535.0,65,HIGH,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (79 days). Requires human approval.,18267.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,40.0
