transaction_id,amount,revenue_at_risk,risk_level,root_cause,deterministic_action,ai_action,final_action,policy_approved,policy_overridden,attempted,success,amount_recovered,remaining_revenue_at_risk,outcome_reason
txn_cb864671,14971.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_9d6b84df,45840.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_8109c51e,43278.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_6b9dc4ac,38566.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_f21ec90c,39935.0,39935.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,39935.0,0.0,Recovery successful
txn_02228797,7219.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_b894c560,39642.0,39642.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,39642.0,0.0,Recovery successful
txn_6ab2e082,19177.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_a521a5f6,7357.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_05eb6907,28424.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_dcdba34a,9451.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_b459f5e3,2661.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_631a1f1e,40583.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_100195bc,18042.0,18042.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,18042.0,Action was HUMAN_APPROVAL
txn_5ca0e470,6995.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_49e235de,44377.0,44377.0,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,44377.0,0.0,Recovery successful
txn_6a94816a,44028.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_16a2d08e,10675.0,10675.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,10675.0,Recovery attempt failed
txn_742982fb,11139.0,11139.0,MEDIUM,OTHER_REVENUE_RISK,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,11139.0,Recovery attempt failed
txn_85a68c97,44339.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_ef780651,29197.0,29197.0,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,SMART_RETRY,SMART_RETRY,True,False,True,False,0.0,29197.0,Recovery attempt failed
txn_f8e6aae7,27735.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_a614b57c,2984.0,2984.0,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,SMART_RETRY,SMART_RETRY,True,False,True,False,0.0,2984.0,Recovery attempt failed
txn_8032744f,7039.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_1575237d,4426.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_d2f236b4,6772.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_5cedbd0c,45164.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_a11ac8e9,48715.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_04db76f6,49726.0,49726.0,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,SMART_RETRY,SMART_RETRY,True,False,True,False,0.0,49726.0,Recovery attempt failed
txn_84b27d41,2584.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_e0cb04c7,34235.0,34235.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,34235.0,Recovery attempt failed
txn_ea35d6ee,3643.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_ce4f4226,32320.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_66e5e2ca,13493.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_37a520b9,16416.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_6a63f100,11094.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_b5d306bb,5554.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_f4f7fa1e,36940.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_03afa3be,47965.0,47965.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,47965.0,Action was HUMAN_APPROVAL
txn_16cc9eaf,2644.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_79a073b3,45220.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_b8f92b8f,23785.0,23785.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,23785.0,Action was HUMAN_APPROVAL
txn_7c0ab230,39562.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_658d487b,27818.0,27818.0,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,RECEIVABLES_ESCALATION,RECEIVABLES_ESCALATION,True,False,True,False,0.0,27818.0,Recovery attempt failed
txn_0ff1909c,27075.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_afe6548c,520.0,520.0,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,520.0,Recovery attempt failed
txn_a87d884b,11660.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_c15b2d3c,12265.0,12265.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,12265.0,Recovery attempt failed
txn_39af1189,41022.0,41022.0,MEDIUM,OTHER_REVENUE_RISK,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,41022.0,Recovery attempt failed
txn_3d0404ab,15486.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_ccbc1d6e,2843.0,2843.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,2843.0,0.0,Recovery successful
txn_733a0165,31945.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_06b0a778,23772.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_10ac6cf9,47628.0,47628.0,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,SMART_RETRY,SMART_RETRY,True,False,True,True,47628.0,0.0,Recovery successful
txn_a03d2891,33845.0,33845.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,33845.0,Action was HUMAN_APPROVAL
txn_82828b65,44528.0,44528.0,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,44528.0,Recovery attempt failed
txn_fa18ae63,6683.0,6683.0,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,6683.0,0.0,Recovery successful
txn_42e02863,36062.0,36062.0,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,36062.0,0.0,Recovery successful
txn_b0b1f63a,45969.0,45969.0,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,RECEIVABLES_ESCALATION,RECEIVABLES_ESCALATION,True,False,True,False,0.0,45969.0,Recovery attempt failed
txn_4caccd86,31314.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_61eb002a,39466.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_1fada351,7399.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_0546f26b,210.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_a38a770b,8377.0,8377.0,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,SMART_RETRY,SMART_RETRY,True,False,True,True,8377.0,0.0,Recovery successful
txn_602765f1,9761.0,9761.0,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,9761.0,Recovery attempt failed
txn_dce348fb,14236.0,14236.0,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,14236.0,0.0,Recovery successful
txn_972057fc,25777.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_c6aa32b2,49757.0,49757.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,49757.0,Action was HUMAN_APPROVAL
txn_7043d8de,6477.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_4e08a633,31717.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_5d049fe2,47676.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_9e170273,31155.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_2235f730,26576.0,26576.0,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,SMART_RETRY,SMART_RETRY,True,False,True,False,0.0,26576.0,Recovery attempt failed
txn_a8f9260b,45437.0,45437.0,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,45437.0,Recovery attempt failed
txn_6bfc9e76,42135.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_11569bc7,42344.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_3baaf588,1394.0,1394.0,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,1394.0,0.0,Recovery successful
txn_23b29629,46876.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_814b4dcd,20697.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_89374ef9,33270.0,33270.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,33270.0,Action was HUMAN_APPROVAL
txn_b7124a86,43298.0,43298.0,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,43298.0,0.0,Recovery successful
txn_8c04a822,13852.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_4c0719a2,14258.0,14258.0,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,14258.0,Recovery attempt failed
txn_942d59b7,16757.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_66eaeb1e,46921.0,46921.0,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,SMART_RETRY,SMART_RETRY,True,False,True,False,0.0,46921.0,Recovery attempt failed
txn_ccd6e523,34930.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_b4dbc51c,14895.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_b3df2277,20190.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_1a494fe4,20940.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_897adcc0,10290.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_188ecab5,44547.0,44547.0,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,44547.0,Recovery attempt failed
txn_731f8141,28134.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_5c1ceef1,15831.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_698d3e4f,47993.0,47993.0,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,47993.0,0.0,Recovery successful
txn_5336c46b,577.0,577.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,577.0,Recovery attempt failed
txn_746038f6,39904.0,39904.0,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,39904.0,0.0,Recovery successful
txn_ce0e14d7,24563.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_b8b32c1e,48467.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_27f44f3c,30269.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_c6429722,28333.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_b169d02a,16492.0,16492.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,16492.0,0.0,Recovery successful
txn_e389f517,17760.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_879e1a1a,46579.0,46579.0,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,RECEIVABLES_ESCALATION,RECEIVABLES_ESCALATION,True,False,True,True,37263.2,9315.8,Recovery successful
txn_ed9ea14a,10606.0,10606.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,10606.0,Action was HUMAN_APPROVAL
txn_27fd65c7,49323.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_cb4f5532,994.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_f36e6a81,28211.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_3af5379d,28225.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_bd4c57f4,15132.0,15132.0,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,15132.0,0.0,Recovery successful
txn_c60004ac,3439.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_0d814058,42296.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_394c79a7,3216.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_e63b79a5,28339.0,28339.0,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,28339.0,Recovery attempt failed
txn_a1850e58,8639.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_6866913e,25269.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_d4578bfc,6564.0,6564.0,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,SMART_RETRY,SMART_RETRY,True,False,True,True,6564.0,0.0,Recovery successful
txn_04c35905,36177.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_79a762c6,34425.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_7edc54fb,12564.0,12564.0,HIGH,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,12564.0,Action was HUMAN_APPROVAL
txn_e0a7b3a4,26370.0,26370.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,26370.0,Recovery attempt failed
txn_fe816b26,680.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_a65dd9cf,11313.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_99221540,3476.0,3476.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,3476.0,Action was HUMAN_APPROVAL
txn_3fd281d6,46333.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_cae1d8bd,23396.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_30099705,25133.0,25133.0,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,MANDATE_RETRY,MANDATE_RETRY,MANDATE_RETRY,True,False,True,False,0.0,25133.0,Recovery attempt failed
txn_49b007f8,47928.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_3b01b3f0,12477.0,12477.0,HIGH,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,12477.0,Action was HUMAN_APPROVAL
txn_64c5dccf,39934.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_e1705b3e,9097.0,9097.0,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,SMART_RETRY,SMART_RETRY,True,False,True,False,0.0,9097.0,Recovery attempt failed
txn_886fec97,5578.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_91b09e3a,46463.0,46463.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,46463.0,0.0,Recovery successful
txn_a8167fce,21841.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_d5dc3b71,3018.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_c4f8f463,9758.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_6fd76995,18568.0,18568.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,18568.0,Action was HUMAN_APPROVAL
txn_5d1e2e98,28190.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_a65067e9,22931.0,22931.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,22931.0,Recovery attempt failed
txn_ae10c387,46716.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_a440a2e5,31454.0,31454.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,31454.0,Recovery attempt failed
txn_34030dbe,8458.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_5f5a30d5,21953.0,21953.0,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,21953.0,0.0,Recovery successful
txn_1a543a99,34996.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_c8461608,15513.0,15513.0,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,SMART_RETRY,SMART_RETRY,True,False,True,True,15513.0,0.0,Recovery successful
txn_6c81a042,9232.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_03082705,45698.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_cc29e9e4,31349.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_f4429734,27395.0,27395.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,27395.0,Recovery attempt failed
txn_4173f654,47453.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_fab05259,33083.0,33083.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,33083.0,Recovery attempt failed
txn_b17a3126,17011.0,17011.0,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,MANDATE_RETRY,MANDATE_RETRY,MANDATE_RETRY,True,False,True,False,0.0,17011.0,Recovery attempt failed
txn_0acc466d,3769.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_93f7d692,10901.0,10901.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,10901.0,Recovery attempt failed
txn_f4f7dc2b,22085.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_494e55e1,41937.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_bb6c4738,23473.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_42d5bc61,21813.0,21813.0,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,MANDATE_RETRY,MANDATE_RETRY,MANDATE_RETRY,True,False,True,True,21813.0,0.0,Recovery successful
txn_5e67812a,30450.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_b4a0239b,10654.0,10654.0,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,10654.0,Recovery attempt failed
txn_160be61f,19160.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_c74122b9,37252.0,37252.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,37252.0,Action was HUMAN_APPROVAL
